model,benchmark,problem_idx,n_judged_traces_this_problem,mean_reasoning_score_0_1,source_judge_json
DS-R1-1.5B,CommonsenseQA,345,3,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,460,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,442,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,422,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,887,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,602,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,624,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1014,1,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,160,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,913,1,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,646,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,83,1,0.9375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,434,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,306,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,324,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,670,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1122,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,185,1,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1041,1,0.125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,67,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,835,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,556,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1076,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,968,2,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,450,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,208,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,297,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,418,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,792,2,0.59375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,101,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,982,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,762,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,910,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,461,2,0.65625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1120,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,113,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,790,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,668,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1219,2,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1044,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,858,2,0.78125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,761,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,259,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,544,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,795,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1216,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,143,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1065,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1066,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,825,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,991,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,168,1,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,95,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,226,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,729,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,107,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,620,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,457,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1017,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,393,2,0.40625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,75,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,58,1,0.0625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,852,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,630,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1040,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,105,2,0.59375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,870,2,0.90625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,215,1,0.4375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,529,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1083,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1104,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,24,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1032,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,314,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1157,1,0.75,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,994,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,222,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,906,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,895,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,356,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,69,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,685,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,940,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,154,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,386,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,763,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,530,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,518,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1094,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,301,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1073,2,0.46875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1163,1,0.75,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,901,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,702,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,894,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,341,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,585,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1195,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,721,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,652,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1004,2,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,844,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1149,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,30,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1036,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1018,1,0.75,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1220,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1069,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,877,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1079,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,180,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,71,2,0.6875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,692,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,856,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,53,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,867,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,918,1,0.75,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,320,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,953,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1030,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,116,2,0.65625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,756,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,727,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,171,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,503,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,999,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,902,1,0.75,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,45,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1125,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,190,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,383,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,327,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,375,2,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,873,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,338,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1152,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1187,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,391,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,821,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,791,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,712,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,282,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1042,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,152,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,897,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,387,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1177,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,751,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1206,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,221,1,0.875,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,300,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1028,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,277,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1203,1,0.5,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,5,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,126,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,958,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1165,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1210,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,601,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,892,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,573,1,0.5625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,740,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,339,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,112,1,0.625,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1205,1,0.3125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,80,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,146,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,1084,1,0.25,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,661,1,0.375,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,508,1,1.0,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
DS-R1-1.5B,CommonsenseQA,815,1,0.8125,reasoning_confidence_bins_results/judging_checkpoints/judged_DS-R1-1.5B__CommonsenseQA.json
